size,delay,bif,throughput_mbps,target_next_throughput
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.03072
192,48.286,0.0,0.03072,0.0
0,0.0,0.0,0.0,0.014079999999999999
88,47.331,0.0,0.014079999999999999,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.08671999999999999
542,47.345,0.0,0.08671999999999999,0.0
0,0.0,0.0,0.0,2.37952
14872,47.36,14600.0,2.37952,2.336
14600,47.4179,0.0,2.336,1.81792
11362,47.33855555555556,46720.0,1.81792,7.942399999999999
49640,47.34876470588235,8760.0,7.942399999999999,3.0368
18980,47.417,63056.0,3.0368,10.08896
63056,47.37461363636364,0.0,10.08896,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.14464
904,47.376,0.0,0.14464,0.0
0,0.0,0.0,0.0,0.0664
415,47.439,0.0,0.0664,0.0
0,0.0,0.0,0.0,0.12832
802,47.40675,0.0,0.12832,0.0
0,0.0,0.0,0.0,0.07343999999999999
459,47.406000000000006,0.0,0.07343999999999999,0.0
0,0.0,0.0,0.0,0.050879999999999995
318,47.429,0.0,0.050879999999999995,0.0
0,0.0,0.0,0.0,0.014079999999999999
88,47.494,0.0,0.014079999999999999,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.08512
532,47.38033333333333,0.0,0.08512,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.03072
192,46.811,0.0,0.03072,0.0
0,0.0,0.0,0.0,0.014079999999999999
88,46.163,0.0,0.014079999999999999,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.08671999999999999
542,46.176,0.0,0.08671999999999999,0.0
0,0.0,0.0,0.0,4.71552
29472,46.19986956521739,0.0,4.71552,0.0
0,0.0,0.0,0.0,3.6867199999999998
23042,46.199999999999996,37960.0,3.6867199999999998,6.0736
37960,46.14296153846154,8760.0,6.0736,7.007999999999999
43800,46.17926666666666,38236.0,7.007999999999999,6.11776
38236,46.303925925925924,0.0,6.11776,0.0
0,0.0,0.0,0.0,0.14464
904,46.2125,0.0,0.14464,0.0
0,0.0,0.0,0.0,0.0664
415,46.165,0.0,0.0664,0.0
0,0.0,0.0,0.0,0.11424
714,46.21866666666667,88.0,0.11424,0.014079999999999999
88,46.229,0.0,0.014079999999999999,0.07343999999999999
459,46.1755,0.0,0.07343999999999999,0.0
0,0.0,0.0,0.0,0.050879999999999995
318,46.234,0.0,0.050879999999999995,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.014079999999999999
88,46.223,0.0,0.014079999999999999,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.056319999999999995
96,50.787,0.0,0.01536,0.0
0,0.0,0.0,0.0,0.03712
232,50.637,0.0,0.03712,0.01536
96,50.676,2752.0,0.01536,0.44032
2752,50.730999999999995,28580.0,0.44032,4.5728
28580,50.59888,38532.0,4.5728,6.165119999999999
38532,50.62603125,46788.0,6.165119999999999,7.48608
46788,50.942184210526314,99632.0,7.48608,15.94112
99632,50.54474390243902,119448.0,15.94112,18.89152
118072,50.541845360824745,172016.0,18.89152,27.302399999999995
170640,50.58407857142857,318436.0,27.302399999999995,50.50944
315684,50.53758301158301,372380.0,50.50944,58.920320000000004
368252,50.53608609271523,612928.0,58.920320000000004,96.92352
605772,50.522478873239436,993840.0,96.92352,156.76864
979804,50.55423756218905,1238632.0,156.76864,195.45087999999998
1221568,50.6250259222333,2084560.0,195.45087999999998,330.35904
2064744,50.56799409681228,3078676.0,330.35904,473.69664
2960604,50.626000411692054,4186184.0,473.69664,649.31264
4058204,50.67928416942025,4955716.0,649.31264,683.9251199999999
4274532,58.21093726832051,7357612.0,683.9251199999999,880.9868799999999
5506168,59.58070739265162,8445304.0,880.9868799999999,734.65472
4591592,69.82776851606053,10353720.0,734.65472,679.12512
4244532,88.14948276852384,12209292.0,679.12512,873.23648
5457728,101.63092585975883,12685708.0,873.23648,961.9692799999999
6012308,106.06969916886275,13277284.0,961.9692799999999,890.5427199999999
5565892,101.011567768776,14308004.0,890.5427199999999,871.1852799999999
5444908,108.91378290062669,15451176.0,871.1852799999999,897.14816
5607176,111.99130254292545,14765588.0,897.14816,911.6800000000001
5698000,111.03063593582888,12040852.0,911.6800000000001,920.8831999999999
5755520,103.41565317796609,8857868.0,920.8831999999999,790.4044799999999
4940028,82.80739575622995,6491200.0,790.4044799999999,507.78047999999995
3173628,53.419899731079525,5894236.0,507.78047999999995,356.51648
2228228,50.927094638949676,10328124.0,356.51648,897.36832
5608552,56.1063520208605,11010960.0,897.36832,890.8070399999999
5567544,64.66863252352813,12378672.0,890.8070399999999,897.7644799999999
5611028,70.61676080816859,12661880.0,897.7644799999999,920.37376
5752336,80.2452192332133,14130920.0,920.37376,892.83264
5580204,85.12991657567154,15147328.0,892.83264,889.8380799999999
5561488,92.36704229673461,16063004.0,889.8380799999999,885.3024
5533140,101.70964559471366,17244272.0,885.3024,882.5721599999999
5516076,109.27033362792754,18323432.0,882.5721599999999,877.02336
5481396,111.66437010676157,19441400.0,877.02336,867.07136
5419196,112.75782613585245,20826336.0,867.07136,897.05984
5606624,113.10858447488584,21316516.0,897.05984,920.3110399999999
5751944,110.09301440983259,20807740.0,920.3110399999999,878.08064
5488004,106.96578308170515,21918000.0,878.08064,891.44192
5571512,104.33455577427821,22777688.0,891.44192,802.9990399999999
5018744,109.02732872056323,22693192.0,802.9990399999999,933.2134399999999
5832584,114.73970401337792,23454468.0,933.2134399999999,723.7337599999998
4523336,110.41653947722986,23650704.0,723.7337599999998,877.552
5484700,111.92550422222222,19198376.0,877.552,925.9475199999999
5787172,106.3162548978302,13411204.0,925.9475199999999,190.89664
1193104,91.95287640449438,12218100.0,190.89664,49.6288
310180,51.683098039215686,19124064.0,49.6288,817.6185599999999
5110116,56.80254617036507,19110696.0,817.6185599999999,713.03296
4456456,72.54534354485777,21217276.0,713.03296,666.6374399999999
4166484,83.81358525884761,23077136.0,666.6374399999999,698.36928
4364808,95.19265029305052,25289672.0,698.36928,817.26656
5107916,108.48672226198998,26663324.0,817.26656,906.70336
5666896,111.75426689625485,24810232.0,906.70336,1017.4105599999999
6358816,107.90597852760737,24476388.0,1017.4105599999999,912.86912
5705432,94.0452558735583,23693372.0,912.86912,943.1667199999999
5894792,85.63737959520859,23181448.0,943.1667199999999,801.4137599999999
5008836,84.89202262223303,24624456.0,801.4137599999999,921.28
5758000,82.71980783068783,25510244.0,921.28,880.3705600000001
5502316,89.66653188662534,26705548.0,880.3705600000001,899.3235199999999
5620772,97.06554569133927,27664324.0,899.3235199999999,924.6265599999999
5778916,104.31579202699852,28490828.0,924.6265599999999,893.27296
5582956,109.37665728006985,26596448.0,893.27296,974.65152
6091572,109.52887672603562,27219560.0,974.65152,896.04736
5600296,96.8243994778068,28210372.0,896.04736,897.7644799999999
5611028,93.46364305887464,25526920.0,897.7644799999999,1076.4191999999998
6727620,97.10887554347826,24859220.0,1076.4191999999998,903.0047999999999
5643780,79.72009568034558,22759248.0,903.0047999999999,775.9603199999999
4849752,80.1813258737742,23641740.0,775.9603199999999,842.5433599999999
5265896,71.72143462161537,25548780.0,842.5433599999999,893.0713599999999
5581696,71.41687950229208,24927756.0,893.0713599999999,923.1737599999999
5769836,79.5488671875,25341968.0,923.1737599999999,872.53184
5453324,77.83207510058114,25704164.0,872.53184,881.4272
5508920,80.46930685840708,26433512.0,881.4272,841.97056
5262316,84.93591473586655,25344720.0,841.97056,860.0255999999999
5375160,92.9499746031746,25733064.0,860.0255999999999,837.91936
5236996,92.30955772811917,25793064.0,837.91936,956.94912
5980932,88.87103973914815,26589292.0,956.94912,891.9078399999999
5574424,84.86381241801486,26271524.0,891.9078399999999,969.5878399999999
6059924,86.35652231604342,22848264.0,969.5878399999999,898.04736
5612796,77.79376508901433,22762552.0,898.04736,947.39328
5921208,56.68206607657473,22909520.0,947.39328,923.5692799999999
5772308,56.277016268751325,23114016.0,923.5692799999999,918.7257599999999
5742036,56.80139333474846,23359792.0,918.7257599999999,905.7350399999999
5660844,58.04872609819121,23830704.0,905.7350399999999,925.59552
5784972,62.21223657046556,24032168.0,925.59552,915.29088
5720568,64.49172618793948,23591532.0,915.29088,959.01888
5993868,69.00985807238715,24124644.0,959.01888,861.6108800000001
5385068,64.11452105024898,24439068.0,861.6108800000001,861.1264
5382040,70.42819954699887,25337956.0,861.1264,833.66656
5210416,78.51416791393825,24025848.0,833.66656,991.2543999999999
6195340,82.09502848722987,23079064.0,991.2543999999999,970.7327999999999
6067080,66.08016385542169,23648504.0,970.7327999999999,844.7891199999999
5279932,61.755957063711904,24658032.0,844.7891199999999,823.8720000000001
5149200,68.10681420118343,25254436.0,823.8720000000001,921.3222399999999
5758264,74.21741132795927,24961056.0,921.3222399999999,943.9584
5899740,76.3157611570248,24934084.0,943.9584,890.1023999999999
5563140,73.35105498357065,24447484.0,890.1023999999999,940.30336
5876896,70.96823791744451,25264196.0,940.30336,885.3024
5533140,70.5405883259912,24759156.0,885.3024,879.376
5496100,78.65094101995565,25471600.0,879.376,926.2118399999999
5788824,77.32489239839965,25603440.0,926.2118399999999,953.47136
5959196,77.0107626633987,22572096.0,953.47136,873.8969599999999
5461856,64.31995402811872,23734100.0,873.8969599999999,919.21024
5745064,58.788388205345775,24500596.0,919.21024,804.98048
5031128,68.34126889534883,25584160.0,804.98048,921.0585599999999
5756616,77.09706106870229,25552240.0,921.0585599999999,923.04128
5769008,79.19611662793154,23675476.0,923.04128,1003.8035199999999
6273772,75.19418204779484,24390904.0,1003.8035199999999,834.5727999999999
5216080,65.58546822429906,24602828.0,834.5727999999999,946.9273599999999
5918296,71.86183813838551,25384628.0,946.9273599999999,899.17376
5619836,72.87180394708305,25120136.0,899.17376,705.7228799999999
4410768,82.94106688778331,28087896.0,705.7228799999999,720.34304
4502144,94.30529128316188,27413596.0,720.34304,1033.13152
6457072,103.1132894090995,25062068.0,1033.13152,895.2550399999999
5595344,90.58092925555071,24149416.0,895.2550399999999,856.5907199999999
5353692,66.74209517304189,24944544.0,856.5907199999999,863.9007999999999
5399380,64.74585846501128,26372136.0,863.9007999999999,882.3513599999999
5514696,71.30136319398363,27452792.0,882.3513599999999,795.20448
4970028,81.63769053457577,28564704.0,795.20448,859.3836799999999
5371148,94.10200521778584,30188696.0,859.3836799999999,812.46656
5077916,102.92926428228516,31275288.0,812.46656,873.98528
5462408,110.20224113316975,30050532.0,873.98528,1002.17408
6263588,107.94713974309069,29763472.0,1002.17408,942.37312
5889832,86.59230691225166,29339624.0,942.37312,953.4700799999999
5959188,84.72240098199673,28740184.0,953.4700799999999,899.43808
5621488,82.20343745935399,29645676.0,899.43808,906.2195199999999
5663872,81.51641403055736,30571260.0,906.2195199999999,908.02496
5675156,88.50592783505154,31039812.0,908.02496,929.42656
5808916,94.39978493495593,31396504.0,929.42656,911.9628799999999
5699768,98.05049380076956,30811808.0,911.9628799999999,720.5631999999999
4503520,106.93375994587281,32903524.0,720.5631999999999,645.26144
4032884,123.9024369900272,32985540.0,645.26144,817.2224
5107640,122.88370954653938,29436504.0,817.2224,1085.40224
6783764,99.27810226455787,27483228.0,1085.40224,711.27168
4445448,54.04783908991228,29097984.0,711.27168,991.47456
6196716,58.19678236102927,28422300.0,991.47456,775.0361599999999
4843976,62.85911594567404,29445588.0,775.0361599999999,926.6963199999999
5791852,61.906150042087546,30067432.0,926.6963199999999,810.66112
5066632,66.32107168631225,31147968.0,810.66112,791.6108800000001
4947568,77.40835825314582,32132616.0,791.6108800000001,819.2038399999999
5120024,84.10678399618956,31483360.0,819.2038399999999,1014.76864
6342304,87.97554746348962,31039420.0,1014.76864,956.0243199999999
5975152,77.60383680130559,29348708.0,956.0243199999999,977.42592
6108912,64.47663547486033,29765124.0,977.42592,850.6899199999999
5316812,61.93386726272352,31114832.0,850.6899199999999,863.9007999999999
5399380,69.02218577878104,32465372.0,863.9007999999999,876.6271999999999
5478920,78.56898197997776,32898304.0,876.6271999999999,973.5513599999999
6084696,87.08225440352282,32670804.0,973.5513599999999,890.54336
5565896,90.67300546926275,32649332.0,890.54336,953.0924799999999
5956828,89.1125450081833,32820400.0,953.0924799999999,969.01504
6056344,89.94506258804589,33497728.0,969.01504,928.36864
5802304,87.20145898190997,34155524.0,928.36864,945.4553599999999
5909096,91.99771172100702,34763500.0,945.4553599999999,938.4979199999999
5865612,98.57861367414796,35541564.0,938.4979199999999,992.44224
6202764,101.5722189035174,35200284.0,992.44224,839.5488
5247180,105.29299651567943,35804680.0,839.5488,971.3049599999999
6070656,111.00448644850431,36344672.0,971.3049599999999,948.5823999999999
5928640,104.15674100719424,36892760.0,948.5823999999999,960.1196799999999
6000748,102.86711964249442,34600404.0,960.1196799999999,1064.67968
6654248,103.14411304507146,34129928.0,1064.67968,921.5878399999999
5759924,86.1109817950889,34952580.0,921.5878399999999,955.8041599999999
5973776,82.06824280759028,35587804.0,955.8041599999999,901.9039999999999
5636900,86.4811187027027,35862204.0,901.9039999999999,674.7219200000001
4217012,100.70989283651068,38797760.0,674.7219200000001,645.70176
4035636,119.00058411356086,41051860.0,645.70176,848.7084799999999
5304428,127.23582012405238,39379036.0,848.7084799999999,850.0294399999999
5312684,116.41484996558845,38854456.0,850.0294399999999,708.4972799999999
4428108,110.12436030828516,40789408.0,708.4972799999999,777.23776
4857736,104.0390356246864,40806196.0,777.23776,989.64224
6185264,102.89535672053606,40992140.0,989.64224,989.44832
6184052,95.73919578491235,36426416.0,989.44832,1035.5539199999998
6472212,86.52960466867471,36577788.0,1035.5539199999998,833.8681599999999
5211676,60.4230570626754,37308232.0,833.8681599999999,1005.43296
6283956,66.56774806051203,37850976.0,1005.43296,968.66176
6054136,65.5677631525902,38716292.0,968.66176,902.12416
5638276,73.43818115002162,39677380.0,902.12416,915.5110399999999
5721944,81.01854985087346,39917652.0,915.5110399999999,884.77376
5529836,87.14060471781305,41226192.0,884.77376,887.7683199999999
5548552,91.42108721441124,42321040.0,887.7683199999999,941.95136
5887196,100.18969157524323,42223220.0,941.95136,994.688
6216800,105.47669352941176,42367992.0,994.688,959.01888
5993868,102.80534363562424,40685812.0,959.01888,1007.15072
6294692,98.96175730598027,40992136.0,1007.15072,910.79936
